sweep,label,conditions,n,estimate,se_hc3,ci_low,ci_high,t_hc3,p_hc3,residual_sd,df_resid,estimate_no_date,p_no_date,overlap_estimate,p_permutation,n_overlap,mde_80,p_holm_two_sweeps,p_permutation_holm_two_sweeps,p_holm_three_requested
pitch_sweep_at_roll_180,180-deg roll; pitch 0/15/30/45 deg,"r180,r180_p15,r180_p30,r180_p45",48,0.114417514635142,0.0846114301388192,-0.05672525683797226,0.2855602861082563,1.3522701891153588,0.18407864497960344,0.13155749790725635,39,0.07796540101547561,0.07125231585161271,0.1503921958941369,0.09578084383123375,18,0.17160101207239958,0.18407864497960344,0.09578084383123375,0.3681572899592069
no_pitch_roll_sweep,No pitch; roll 45/90/180 deg,"r45,r90,r180",36,0.18549162003734548,0.05404570638043961,0.07478400910428419,0.2961992309704068,3.4321250004880905,0.0018799013821868187,0.12013620798154703,28,0.1890622014134605,0.00032820132146399114,0.19496698610616847,0.0003999200159968006,30,0.12880395612975623,0.0037598027643736373,0.0007998400319936012,0.005639704146560456
