original_path,canonical_path,sha256,status,note
telemetry/NT45_0816_1.csv,telemetry/raw/no_tail/roll/roll_045deg/nt_roll_045deg_0816_rep01.csv,177f9f0aa03ddf72be082faa45704fbd1d70aaa5fa9786bbac82862f17b7d960,analysis_input,
telemetry/NT45_0816_2.csv,telemetry/raw/no_tail/roll/roll_045deg/nt_roll_045deg_0816_rep02.csv,d938d2afbf0535c8812a85ed53ac15ca1d94ab06f277f8d411d45d1de7f6bcaa,analysis_input,
telemetry/NT45_0816_3.csv,telemetry/raw/no_tail/roll/roll_045deg/nt_roll_045deg_0816_rep03.csv,cafa39b3bf406c5ec4ec135ee48cec810d14839bb5200eaaefb444d8dc231df4,analysis_input,
telemetry/NT_0810/90deg_NTsuccess_0810_1.csv,telemetry/raw/no_tail/roll/roll_090deg/nt_roll_090deg_0810_rep01.csv,049ddb6d3cff67cfa19f57a2391c044235e549d153704a35767dd1b699e060d2,analysis_input,
telemetry/NT_0810/90deg_NTsuccess_0810_2.csv,telemetry/raw/no_tail/roll/roll_090deg/nt_roll_090deg_0810_rep02.csv,eeb5b7dadfb7facb33e94803a95a5ef92dee3241772944f86676f70e72d98f50,analysis_input,
telemetry/NT_0810/90deg_NTsuccess_0810_3.csv,telemetry/raw/no_tail/roll/roll_090deg/nt_roll_090deg_0810_rep03.csv,f3657a892a7ae233552a9426cc2e815ace5d526fbc8bf03bafa7e86681d07927,analysis_input,
telemetry/NT90_0816_1.csv,telemetry/raw/no_tail/roll/roll_090deg/nt_roll_090deg_0816_rep01.csv,47c4bf9565767d61977c2a79247a830b9e86bb33e97c16c497dccc3b21f6e9f8,analysis_input,
telemetry/NT90_0816_2.csv,telemetry/raw/no_tail/roll/roll_090deg/nt_roll_090deg_0816_rep02.csv,cbd69d32c9ced7fdcad4a713645fda6c22369582f6461bf385d9f3990b03c783,analysis_input,
telemetry/NT90_0816_3.csv,telemetry/raw/no_tail/roll/roll_090deg/nt_roll_090deg_0816_rep03.csv,ed92f90124f16257329815b16bbb1941ceb67dca1df080eb70bfe1e5b96efac4,analysis_input,
telemetry/NT90_0816_4.csv,telemetry/raw/no_tail/roll/roll_090deg/nt_roll_090deg_0816_rep04.csv,80ca6b43bcbc020f0fda04e5367cdaff77bc877371fb20c0160e8822a96e9465,analysis_input,
telemetry/NT180_0816_1.csv,telemetry/raw/no_tail/roll/roll_180deg/nt_roll_180deg_0816_rep01.csv,ad00e52b6c6f8c15717bd729f60d2cd0900158d3bc8179d9c8f7091407cf9b65,analysis_input,
telemetry/NT180_0816_2.csv,telemetry/raw/no_tail/roll/roll_180deg/nt_roll_180deg_0816_rep02.csv,ae9640b194dc21a1d3831bc2d49b0a692002344cd1076e1c5b679fe4e024c652,analysis_input,
telemetry/NT180_0817_3.csv,telemetry/raw/no_tail/roll/roll_180deg/nt_roll_180deg_0816_rep03.csv,e84793b769326ee080daeb4dda55e209865ecbe93fe848ec268987bad622b3f1,analysis_input,Corrected date from 0817 to 0816 by SHA-256 match to reference branch.
telemetry/NT_0810/180deg_NTsuccess_0810_1.csv,telemetry/raw/no_tail/roll/roll_180deg/nt_roll_180deg_0817_rep01.csv,cffc1b2ad5fc1640bb369a64bb5205c3afccdb1a215ecf1fd00408e56d01afe7,analysis_input,Corrected date from 0810 to 0817 by SHA-256 match to reference branch.
telemetry/NT_0810/180deg_NTsuccess_0810_2.csv,telemetry/raw/no_tail/roll/roll_180deg/nt_roll_180deg_0817_rep02.csv,ae32108017463ae42a25a4665c5aee9a8c3cdbfff735ad1f8faf497a8d1b17c4,analysis_input,Corrected date from 0810 to 0817 by SHA-256 match to reference branch.
telemetry/NT_0810/180deg_NTsuccess_0810_3.csv,telemetry/raw/no_tail/roll/roll_180deg/nt_roll_180deg_0817_rep03.csv,67f50e6276f159569deb3bb2cbe8301f948a7f74aac603613e87dd22286599e6,analysis_input,Corrected date from 0810 to 0817 by SHA-256 match to reference branch.
telemetry/NT P15_0817_1.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+015deg/nt_roll_180deg_pitch_+015deg_0817_rep01.csv,610f4bb5c1497415d12639259ad4a839afa39cf2786c2883ff8c643fcd42467d,analysis_input,Normalized embedded space in original filename.
telemetry/NTP15_0817_2.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+015deg/nt_roll_180deg_pitch_+015deg_0817_rep02.csv,cfcbda61538e203dc71402433a5e9211b219fd6a9d63e4ab33721f7beaa03532,analysis_input,
telemetry/NTP15_0817_3.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+015deg/nt_roll_180deg_pitch_+015deg_0817_rep03.csv,ca78f06ee76dd4f3703c73493588c4f23103eef6967c8840c090f729fb3aaf2d,analysis_input,
telemetry/NTP15_0817_4.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+015deg/nt_roll_180deg_pitch_+015deg_0817_rep04.csv,55d4458cb9df9ebd098a86f3b860d4b7ab14d875332d77f2d95b70e59fe6d009,analysis_input,
telemetry/NTP15_0817_5.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+015deg/nt_roll_180deg_pitch_+015deg_0817_rep05.csv,2dc6c41b7ffacdba4e0a316305d47700347630ff98ae64c7afeb3ffdd5602f0e,analysis_input,
telemetry/NTP15_0817_6.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+015deg/nt_roll_180deg_pitch_+015deg_0817_rep06.csv,8b04ffa6ba2dd77d4f579718a0c36487f6f612964326a1a60c644dc0e013e6c2,analysis_input,
telemetry/NTP30_0817_1.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+030deg/nt_roll_180deg_pitch_+030deg_0817_rep01.csv,56dcfbbe2665c7a3dcdcb4672ffe600b4825c7f14564e46b8376fe4ef12a6af8,analysis_input,
telemetry/NTP30_0817_2.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+030deg/nt_roll_180deg_pitch_+030deg_0817_rep02.csv,ccb6703976ee36b30a160599b2d859dfd6d27e2d300fd1a52309ab3fa92abf9d,analysis_input,
telemetry/NTP30_0817_3.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+030deg/nt_roll_180deg_pitch_+030deg_0817_rep03.csv,f5748fec49a6530ae761b80d956a61a1831bc626f683d36bdb693905de83b931,analysis_input,
telemetry/NTP30_0817_4.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+030deg/nt_roll_180deg_pitch_+030deg_0817_rep04.csv,bd7a4221d3543ed6ad2723081ba51571940ffe2f0fe54be921e442f3dda202f6,analysis_input,
telemetry/NTP30_0817_5.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+030deg/nt_roll_180deg_pitch_+030deg_0817_rep05.csv,6ce3c01be8c8cffed7ce2635558b793a65353fddd7b85d8558eff6d31251ae47,analysis_input,
telemetry/NTP30_0817_6.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+030deg/nt_roll_180deg_pitch_+030deg_0817_rep06.csv,374153b9a7bd16d552105afaf00701bcb29ba165f09b0777b166a0a39d1d6e1b,analysis_input,
telemetry/NTP45_0817_1.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+045deg/nt_roll_180deg_pitch_+045deg_0817_rep01.csv,c2602d0e27c62f122f7b727e20c7fbf9e9fa5fa12a1fb92323396898794128ad,analysis_input,
telemetry/NTP45_0817_2.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+045deg/nt_roll_180deg_pitch_+045deg_0817_rep02.csv,8d81edbcae1f12bbe7eed1baa9d006322b298fd7501d01ed9801519e289c7a7f,analysis_input,
telemetry/NTP45_0817_3.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+045deg/nt_roll_180deg_pitch_+045deg_0817_rep03.csv,d1902e74682d71a8aeb7b2b60363aefba79214b73c2add97291a99872df6656d,analysis_input,
telemetry/NTP45_0817_4.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+045deg/nt_roll_180deg_pitch_+045deg_0817_rep04.csv,e90772fa58cae22dbc9fbba9e339126bcbd03eb9594127974c52f650f910e1b5,analysis_input,
telemetry/NTP45_0817_5.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+045deg/nt_roll_180deg_pitch_+045deg_0817_rep05.csv,0a1858d44e0b5cc6c76d2fe381f07de2910c56d50c70a5d75d9ad23b73fe0324,analysis_input,
telemetry/NTP45_0817_6.csv,telemetry/raw/no_tail/roll_pitch/roll_180deg_pitch_+045deg/nt_roll_180deg_pitch_+045deg_0817_rep06.csv,c5f2ae7a0931a0143a5434bea31f5f5c0dc43383977bb70ad51928da6406e0e4,analysis_input,
telemetry/WT_0810/45deg_WTsuccess_0810_1.csv,telemetry/raw/with_tail/roll/roll_045deg/wt_roll_045deg_0810_rep01.csv,0fb15b5f6382d2e962d7cf52d5325ac77888a0b4f5ff273a77c1cf0b604ce7ef,analysis_input,
telemetry/WT_0810/45deg_WTsuccess_0810_2.csv,telemetry/raw/with_tail/roll/roll_045deg/wt_roll_045deg_0810_rep02.csv,1613021bde0fc44c6ea75574724878a50396f46e934cd26d52a6ad3447d5518b,analysis_input,
telemetry/WT_0810/45deg_WTsuccess_0810_3.csv,telemetry/raw/with_tail/roll/roll_045deg/wt_roll_045deg_0810_rep03.csv,8417ca8674f665ad3ca9e4606dacd32dfb7244a7e8599dbae11a32b6c19c6811,analysis_input,
telemetry/WT_0816/45deg_0816_1.csv,telemetry/raw/with_tail/roll/roll_045deg/wt_roll_045deg_0816_rep01.csv,88b7dba714b6a18775702919532ea3988c0abb8bc51bd74fe09c79640db7f677,analysis_input,
telemetry/WT_0816/45deg_0816_2.csv,telemetry/raw/with_tail/roll/roll_045deg/wt_roll_045deg_0816_rep02.csv,3b2834e3cdd79d896b66f7179d981db3b9e033fc4525800801a2675ff1852aa6,analysis_input,
telemetry/WT_0816/45deg_0816_3.csv,telemetry/raw/with_tail/roll/roll_045deg/wt_roll_045deg_0816_rep03.csv,15d8617164f13246b8cbbdfe0a118aa184eafa88e5e4d88204f388a375ae4fa7,analysis_input,
telemetry/WT_0810/90deg_WTsuccess_0810_1.csv,telemetry/raw/with_tail/roll/roll_090deg/wt_roll_090deg_0810_rep01.csv,c279aafcba1e31fb718dc4a0b8574110efceda724453f401e168ce8544f46d61,analysis_input,
telemetry/WT_0810/90deg_WTsuccess_0810_2.csv,telemetry/raw/with_tail/roll/roll_090deg/wt_roll_090deg_0810_rep02.csv,68dab92a8c7d5d3d997ea0cb05c2d6152e6cdc9f1abb75b0778e9fdd6af43893,analysis_input,
telemetry/WT_0810/90deg_WTsuccess_0810_3.csv,telemetry/raw/with_tail/roll/roll_090deg/wt_roll_090deg_0810_rep03.csv,8e269846baf3ebe1189c0f58dc55a767c06268267d1a017168c0e8d173a26146,analysis_input,
telemetry/WT_0816/90deg_0816_1.csv,telemetry/raw/with_tail/roll/roll_090deg/wt_roll_090deg_0816_rep01.csv,e4c5e6efd9886171303742dc797a5e2dc6b30fae22d97160a0810411f0a5fc48,analysis_input,
telemetry/WT_0816/90deg_0816_2.csv,telemetry/raw/with_tail/roll/roll_090deg/wt_roll_090deg_0816_rep02.csv,ef6756f5f640b1421ff4631b14464a7e8145b0f1859280aa1ff56918c6b92319,analysis_input,
telemetry/WT_0816/90deg_0816_3.csv,telemetry/raw/with_tail/roll/roll_090deg/wt_roll_090deg_0816_rep03.csv,8c337d604667ac5818849aab7014b59b311b8e1693672d51ebd24d97a50e0b40,analysis_input,
telemetry/WT_0810/180deg_WTsuccess_0810_1.csv,telemetry/raw/with_tail/roll/roll_180deg/wt_roll_180deg_0810_rep01.csv,2d5ad24ea25e68c1fde778d4f2b6afbf85aa4a4c764f54a74540110c1674bd76,analysis_input,
telemetry/WT_0810/180deg_WTsuccess_0810_2.csv,telemetry/raw/with_tail/roll/roll_180deg/wt_roll_180deg_0810_rep02.csv,a4622e8a7f462212f71771068125819ad6c242945d60964a02a24c1228f108c6,analysis_input,
telemetry/WT_0810/180deg_WTsuccess_0810_3.csv,telemetry/raw/with_tail/roll/roll_180deg/wt_roll_180deg_0810_rep03.csv,e9d42a9cdb8ed33747f97e7d7b0b6ae0b115fcc451e5743d5203fb6804094ff9,analysis_input,
telemetry/WT_0816/180deg_0816_1.csv,telemetry/raw/with_tail/roll/roll_180deg/wt_roll_180deg_0816_rep01.csv,728332005b65a5a2f34d460cc3845cd8a8e3a4b45bf9801642ee3b8cdb8c730b,analysis_input,
telemetry/WT_0816/180deg_0816_2.csv,telemetry/raw/with_tail/roll/roll_180deg/wt_roll_180deg_0816_rep02.csv,9d87b64c74b3bdc853d3f5c4f5614f988dcb6b9cb5b4f080e3ac17ade6cef2b9,analysis_input,
telemetry/WT_0816/180deg_0816_3.csv,telemetry/raw/with_tail/roll/roll_180deg/wt_roll_180deg_0816_rep03.csv,fd3d55ba2cdcef9e5485754ae41ade9750e643981304905503e6434ba457aae9,analysis_input,
